sepal length,sepal width,petal length,petal width,sepal area,petal area,label
5.5,2.4,3.8,1.1,13.2,4.18,Iris-versicolor
6,2.3,4.3,1.3,13.8,5.59,Iris-versicolor
6.2,3,4.5,1.4,18.6,6.3,Iris-versicolor
6.9,3.1,4.8,1.4,21.39,6.72,Iris-versicolor
6.7,3.1,4.6,1.5,20.77,6.9,Iris-versicolor
5.7,2.8,4.1,1.3,15.96,5.33,Iris-versicolor
6.7,3.1,4.6,1.5,20.77,6.9,Iris-versicolor
5.8,2.7,4.1,1,15.66,4.1,Iris-versicolor
5.6,2.5,3.9,1.1,14,4.29,Iris-versicolor
6.1,2.8,4.6,1.2,17.08,5.52,Iris-versicolor
5.8,2.6,4.1,1.2,15.08,4.92,Iris-versicolor
5.5,2.3,3.9,1.3,12.65,5.07,Iris-versicolor
5.6,3,4.1,1.4,16.8,5.74,Iris-versicolor
6.3,2.9,4.3,1.3,18.27,5.59,Iris-versicolor
5.5,2.6,4.3,1.2,14.3,5.16,Iris-versicolor
5.9,3.2,4.8,1.7,18.88,8.16,Iris-versicolor
5.6,2.7,4.3,1.3,15.12,5.59,Iris-versicolor
5.7,2.5,3.8,1,14.25,3.8,Iris-versicolor
5.8,2.6,3.8,1.1,15.08,4.18,Iris-versicolor
5.7,3,4.1,1.3,17.1,5.33,Iris-versicolor
5.8,2.8,3.8,1.2,16.24,4.56,Iris-versicolor
5.7,2.8,4.1,1.3,15.96,5.33,Iris-versicolor
6.5,2.9,4.3,1.4,18.85,6.02,Iris-versicolor
5.4,2.4,3.8,1,12.96,3.8,Iris-versicolor
6.1,2.8,4.1,1.3,17.08,5.33,Iris-versicolor
6.2,2.2,4.5,1.5,13.64,6.75,Iris-versicolor
5.6,2.5,3.9,1.1,14,4.29,Iris-versicolor
6.6,3,4.5,1.4,19.8,6.3,Iris-versicolor
6.8,3.1,4.8,1.5,21.08,7.2,Iris-versicolor
5.1,2.5,3.1,1.1,12.75,3.41,Iris-versicolor
5.9,3.2,4.8,1.8,18.88,8.64,Iris-versicolor
6.6,2.8,4.6,1.4,18.48,6.44,Iris-versicolor
5.5,2.3,3.9,1.2,12.65,4.68,Iris-versicolor
5.7,2.8,4.5,1.3,15.96,5.85,Iris-versicolor
5.8,2.8,3.9,1.3,16.24,5.07,Iris-versicolor
5.7,2.7,4.1,1.3,15.39,5.33,Iris-versicolor
6.1,2.8,4.6,1.3,17.08,5.98,Iris-versicolor
6.9,3.2,4.6,1.4,22.08,6.44,Iris-versicolor
5.8,2.7,3.9,1,15.66,3.9,Iris-versicolor
6.3,3.3,4.6,1.6,20.79,7.36,Iris-versicolor
6.3,2.3,4.5,1.3,14.49,5.85,Iris-versicolor
5.6,3,4.1,1.3,16.8,5.33,Iris-versicolor
6.1,2.8,4.6,1.2,17.08,5.52,Iris-versicolor
5.3,2.2,3.6,1,11.66,3.6,Iris-versicolor
5.7,3,4.1,1.2,17.1,4.92,Iris-versicolor
5.6,2.4,3.9,1.1,13.44,4.29,Iris-versicolor
6.1,2.3,4.3,1.3,14.03,5.59,Iris-versicolor
6.8,3.1,4.8,1.5,21.08,7.2,Iris-versicolor
6.4,2.9,4.3,1.3,18.56,5.59,Iris-versicolor
6.1,2.3,4.3,1.3,14.03,5.59,Iris-versicolor
5.6,3,4.3,1.3,16.8,5.59,Iris-versicolor
6.7,3.1,4.8,1.7,20.77,8.16,Iris-versicolor
5.2,2.4,3.4,1,12.48,3.4,Iris-versicolor
5.3,2.4,3.6,1,12.72,3.6,Iris-versicolor
5.5,2.6,4.3,1.2,14.3,5.16,Iris-versicolor
5.3,2.2,3.6,1,11.66,3.6,Iris-versicolor
5.7,2.8,4.3,1.3,15.96,5.59,Iris-versicolor
5.6,3,4.1,1.3,16.8,5.33,Iris-versicolor
6.8,3,5,1.7,20.4,8.5,Iris-versicolor
6.1,3,4.6,1.4,18.3,6.44,Iris-versicolor
6.1,3,4.6,1.4,18.3,6.44,Iris-versicolor
6.3,2.9,4.3,1.3,18.27,5.59,Iris-versicolor
6.7,3.1,4.5,1.4,20.77,6.3,Iris-versicolor
6.6,3.1,4.6,1.5,20.46,6.9,Iris-versicolor
5.7,3,4.3,1.2,17.1,5.16,Iris-versicolor
6,2.7,5.2,1.6,16.2,8.32,Iris-versicolor
6.1,3,4.6,1.4,18.3,6.44,Iris-versicolor
4.9,2.2,3.4,1,10.78,3.4,Iris-versicolor
4.9,2.4,3.2,1,11.76,3.2,Iris-versicolor
5.5,2.3,3.9,1.2,12.65,4.68,Iris-versicolor
6.9,3.1,4.8,1.5,21.39,7.2,Iris-versicolor
5.8,2.6,3.9,1.2,15.08,4.68,Iris-versicolor
6.5,2.8,4.6,1.5,18.2,6.9,Iris-versicolor
6.1,2.4,4.3,1.3,14.64,5.59,Iris-versicolor
6.2,2.7,4.8,1.4,16.74,6.72,Iris-versicolor
6.6,2.9,4.6,1.3,19.14,5.98,Iris-versicolor
5.8,2.7,3.9,1,15.66,3.9,Iris-versicolor
5.8,2.6,3.9,1.2,15.08,4.68,Iris-versicolor
5.7,3,4.1,1.2,17.1,4.92,Iris-versicolor
5,2.4,3.2,1,12,3.2,Iris-versicolor
5.7,2.8,4.1,1.3,15.96,5.33,Iris-versicolor
5,2.3,3.4,1,11.5,3.4,Iris-versicolor
4.9,2.4,3.2,1,11.76,3.2,Iris-versicolor
6.4,2.9,4.3,1.4,18.56,6.02,Iris-versicolor
6.1,2.8,4.6,1.2,17.08,5.52,Iris-versicolor
6.3,2.4,4.8,1.4,15.12,6.72,Iris-versicolor
6.5,2.8,4.6,1.5,18.2,6.9,Iris-versicolor
5.6,3,4.3,1.4,16.8,6.02,Iris-versicolor
5.7,2.7,4.1,1.2,15.39,4.92,Iris-versicolor
5.8,2.8,3.9,1.3,16.24,5.07,Iris-versicolor
6,2.7,5.2,1.6,16.2,8.32,Iris-versicolor
5.7,2.8,4.1,1.3,15.96,5.33,Iris-versicolor
6.4,2.9,4.5,1.4,18.56,6.3,Iris-versicolor
6,2.9,4.5,1.5,17.4,6.75,Iris-versicolor
6.2,3,4.5,1.4,18.6,6.3,Iris-versicolor
6.5,3.1,4.5,1.4,20.15,6.3,Iris-versicolor
5.7,2.9,3.8,1.3,16.53,4.94,Iris-versicolor
5.8,3,4.3,1.5,17.4,6.45,Iris-versicolor
5.6,2.7,4.3,1.3,15.12,5.59,Iris-versicolor
5.8,2.6,3.9,1.2,15.08,4.68,Iris-versicolor
6.3,2.4,4.8,1.4,15.12,6.72,Iris-versicolor
6.5,2.9,4.3,1.4,18.85,6.02,Iris-versicolor
5.5,2.5,4.1,1.3,13.75,5.33,Iris-versicolor
6.9,3.1,5,1.5,21.39,7.5,Iris-versicolor
5.5,2.4,3.9,1.1,13.2,4.29,Iris-versicolor
6.3,2.3,4.6,1.5,14.49,6.9,Iris-versicolor
5.6,3,4.1,1.4,16.8,5.74,Iris-versicolor
5.6,2.5,3.6,1,14,3.6,Iris-versicolor
6.4,3.2,4.6,1.5,20.48,6.9,Iris-versicolor
5.6,2.5,3.9,1.1,14,4.29,Iris-versicolor
6.6,2.9,4.6,1.3,19.14,5.98,Iris-versicolor
5.5,2.4,3.8,1,13.2,3.8,Iris-versicolor
6.5,2.9,4.3,1.4,18.85,6.02,Iris-versicolor
6.4,2.6,4.8,1.5,16.64,7.2,Iris-versicolor
5.1,2.5,3.1,1.1,12.75,3.41,Iris-versicolor
5.8,2.7,3.9,1.2,15.66,4.68,Iris-versicolor
5.7,2.9,4.1,1.3,16.53,5.33,Iris-versicolor
5.6,3,4.5,1.5,16.8,6.75,Iris-versicolor
5.8,2.8,4.6,1.4,16.24,6.44,Iris-versicolor
6.4,2.9,4.5,1.4,18.56,6.3,Iris-versicolor
6,3.4,4.5,1.6,20.4,7.2,Iris-versicolor
5.8,2.6,3.9,1.2,15.08,4.68,Iris-versicolor
5.6,3,4.1,1.3,16.8,5.33,Iris-versicolor
6.3,2.4,4.6,1.4,15.12,6.44,Iris-versicolor
6,2.9,4.5,1.4,17.4,6.3,Iris-versicolor
6.2,2.2,4.1,1.1,13.64,4.51,Iris-versicolor
6.1,2.8,4.6,1.2,17.08,5.52,Iris-versicolor
6,3.4,4.5,1.7,20.4,7.65,Iris-versicolor
5,2.1,3.4,1,10.5,3.4,Iris-versicolor
6.5,2.8,4.6,1.5,18.2,6.9,Iris-versicolor
6.5,2.8,4.6,1.4,18.2,6.44,Iris-versicolor
6.5,2.9,4.3,1.4,18.85,6.02,Iris-versicolor
5.6,2.6,4.3,1.2,14.56,5.16,Iris-versicolor
6.2,3,4.5,1.4,18.6,6.3,Iris-versicolor
6.1,2.6,5,1.6,15.86,8,Iris-versicolor
6.8,3,5,1.7,20.4,8.5,Iris-versicolor
6.1,2.8,4.6,1.3,17.08,5.98,Iris-versicolor
6.7,3.1,4.5,1.4,20.77,6.3,Iris-versicolor
7,3.2,4.6,1.4,22.4,6.44,Iris-versicolor
4.9,2.2,3.4,1,10.78,3.4,Iris-versicolor
5.7,2.6,3.6,1,14.82,3.6,Iris-versicolor
5.2,2.3,3.4,1,11.96,3.4,Iris-versicolor
6.7,3.1,4.6,1.5,20.77,6.9,Iris-versicolor
6.3,3.3,4.6,1.6,20.79,7.36,Iris-versicolor
5.4,2.4,3.6,1,12.96,3.6,Iris-versicolor
5.5,2.4,3.9,1.3,13.2,5.07,Iris-versicolor
5.6,2.5,3.9,1.1,14,4.29,Iris-versicolor
6.2,2.6,5,1.5,16.12,7.5,Iris-versicolor
5.8,2.8,4.5,1.4,16.24,6.3,Iris-versicolor
6.7,3.1,4.5,1.4,20.77,6.3,Iris-versicolor
5,2.3,3.4,1,11.5,3.4,Iris-versicolor
6.8,3.1,5,1.6,21.08,8,Iris-versicolor
5.4,3,4.5,1.5,16.2,6.75,Iris-versicolor
6.5,2.8,4.6,1.4,18.2,6.44,Iris-versicolor
6.5,2.8,4.6,1.5,18.2,6.9,Iris-versicolor
6.7,3.1,4.6,1.5,20.77,6.9,Iris-versicolor
6.1,2.9,4.6,1.4,17.69,6.44,Iris-versicolor
6.2,2.2,4.1,1.1,13.64,4.51,Iris-versicolor
6.1,2.6,5,1.6,15.86,8,Iris-versicolor
5,2.4,3.1,1,12,3.1,Iris-versicolor
6.7,2.9,4.6,1.4,19.43,6.44,Iris-versicolor
6.1,2.2,4.1,1,13.42,4.1,Iris-versicolor
6.2,2.2,4.5,1.5,13.64,6.75,Iris-versicolor
6.1,2.2,4.3,1.3,13.42,5.59,Iris-versicolor
5.7,2.8,4.3,1.3,15.96,5.59,Iris-versicolor
6.1,2.9,4.6,1.4,17.69,6.44,Iris-versicolor
6.8,3.1,5,1.7,21.08,8.5,Iris-versicolor
6.1,2.4,4.3,1.3,14.64,5.59,Iris-versicolor
6.7,2.9,4.6,1.4,19.43,6.44,Iris-versicolor
5.4,2.5,3.8,1.3,13.5,4.94,Iris-versicolor
5.6,2.5,3.6,1,14,3.6,Iris-versicolor
5.8,3.1,4.6,1.7,17.98,7.82,Iris-versicolor
5.5,2.5,3.9,1.3,13.75,5.07,Iris-versicolor
5.7,2.9,4.3,1.3,16.53,5.59,Iris-versicolor
5.9,3.2,4.8,1.8,18.88,8.64,Iris-versicolor
5.7,2.7,4.1,1.3,15.39,5.33,Iris-versicolor
5.8,2.6,3.9,1.2,15.08,4.68,Iris-versicolor
6.9,3.1,4.6,1.4,21.39,6.44,Iris-versicolor
6.5,2.9,4.3,1.4,18.85,6.02,Iris-versicolor
5.5,2.7,4.1,1.4,14.85,5.74,Iris-versicolor
6.2,2.9,4.6,1.4,17.98,6.44,Iris-versicolor
5.7,2.8,4.1,1.3,15.96,5.33,Iris-versicolor
6.2,2.2,4.5,1.5,13.64,6.75,Iris-versicolor
6.8,3.1,4.8,1.5,21.08,7.2,Iris-versicolor
6.6,3,4.5,1.4,19.8,6.3,Iris-versicolor
5.4,3,4.5,1.5,16.2,6.75,Iris-versicolor
5.9,3,4.3,1.5,17.7,6.45,Iris-versicolor
5.8,2.7,3.9,1.2,15.66,4.68,Iris-versicolor
5.9,3,4.3,1.5,17.7,6.45,Iris-versicolor
6.7,3.1,4.8,1.6,20.77,7.68,Iris-versicolor
5.7,2.8,4.1,1.3,15.96,5.33,Iris-versicolor
5.6,2.5,3.9,1.1,14,4.29,Iris-versicolor
5.6,2.5,3.9,1.1,14,4.29,Iris-versicolor
6.1,2.8,4.1,1.4,17.08,5.74,Iris-versicolor
5.7,2.9,4.3,1.3,16.53,5.59,Iris-versicolor
5.8,2.8,4.1,1.1,16.24,4.51,Iris-versicolor
6.1,2.8,3.9,1.3,17.08,5.07,Iris-versicolor
6.2,2.9,4.6,1.4,17.98,6.44,Iris-versicolor
4.9,2.4,3.2,1,11.76,3.2,Iris-versicolor
5.3,2.2,3.8,1.2,11.66,4.56,Iris-versicolor
5.2,2.3,3.4,1,11.96,3.4,Iris-versicolor
6.1,2.4,4.3,1.3,14.64,5.59,Iris-versicolor
5.8,3,4.3,1.4,17.4,6.02,Iris-versicolor
5.8,3,4.3,1.5,17.4,6.45,Iris-versicolor
5.8,2.2,4.3,1.4,12.76,6.02,Iris-versicolor
5.7,3,4.1,1.3,17.1,5.33,Iris-versicolor
6.8,3.1,4.8,1.5,21.08,7.2,Iris-versicolor
5.5,2.6,4.3,1.3,14.3,5.59,Iris-versicolor
6.9,3.2,4.6,1.4,22.08,6.44,Iris-versicolor
6.5,2.9,4.5,1.3,18.85,5.85,Iris-versicolor
5.5,2.6,4.5,1.2,14.3,5.4,Iris-versicolor
6.7,3.1,4.6,1.5,20.77,6.9,Iris-versicolor
6.2,2.9,4.3,1.4,17.98,6.02,Iris-versicolor
6.1,2.9,4.8,1.4,17.69,6.72,Iris-versicolor
5.3,2.6,3.9,1.4,13.78,5.46,Iris-versicolor
6.7,2.9,4.6,1.4,19.43,6.44,Iris-versicolor
5.6,2.8,4.1,1.3,15.68,5.33,Iris-versicolor
5.6,2.9,3.8,1.3,16.24,4.94,Iris-versicolor
6.7,3.1,4.5,1.4,20.77,6.3,Iris-versicolor
5.7,2.8,4.1,1.3,15.96,5.33,Iris-versicolor
6.1,2.9,4.6,1.4,17.69,6.44,Iris-versicolor
6.9,3.2,4.6,1.4,22.08,6.44,Iris-versicolor
6,3.4,4.5,1.6,20.4,7.2,Iris-versicolor
5.5,2.5,4.1,1.3,13.75,5.33,Iris-versicolor
5.8,2.7,3.9,1.1,15.66,4.29,Iris-versicolor
5.5,2.4,3.9,1.3,13.2,5.07,Iris-versicolor
6.4,2.6,4.8,1.5,16.64,7.2,Iris-versicolor
5.7,2.8,4.1,1.3,15.96,5.33,Iris-versicolor
6,2.7,5.2,1.6,16.2,8.32,Iris-versicolor
6,3.4,4.5,1.6,20.4,7.2,Iris-versicolor
6.7,3.1,4.5,1.4,20.77,6.3,Iris-versicolor
5.4,3,4.5,1.5,16.2,6.75,Iris-versicolor
5,2.4,3.4,1,12,3.4,Iris-versicolor
5,2.4,3.1,1,12,3.1,Iris-versicolor
6,2.8,3.9,1.3,16.8,5.07,Iris-versicolor
6.7,3.1,4.6,1.4,20.77,6.44,Iris-versicolor
5.2,2.7,3.9,1.4,14.04,5.46,Iris-versicolor
5.8,2.8,4.5,1.4,16.24,6.3,Iris-versicolor
5.9,3.2,4.8,1.7,18.88,8.16,Iris-versicolor
5.9,3.1,4.3,1.5,18.29,6.45,Iris-versicolor
5.7,3,4.1,1.2,17.1,4.92,Iris-versicolor
6.6,3.3,5.7,2.1,21.78,11.97,Iris-virginica
6.3,2.8,5.5,2.1,17.64,11.55,Iris-virginica
6.7,3.1,5.5,2.3,20.77,12.65,Iris-virginica
6.4,3.4,5.5,2.4,21.76,13.2,Iris-virginica
6.6,3,5.5,2.3,19.8,12.65,Iris-virginica
6.5,3,5.2,2,19.5,10.4,Iris-virginica
6.5,3.3,5.5,2.2,21.45,12.1,Iris-virginica
6.9,3.2,5.7,2.3,22.08,13.11,Iris-virginica
6.4,3.1,5.5,1.8,19.84,9.9,Iris-virginica
6.5,3.1,5.2,2,20.15,10.4,Iris-virginica
6,3,5.3,1.8,18,9.54,Iris-virginica
7.2,2.9,6,1.7,20.88,10.2,Iris-virginica
6.4,3.1,5.5,1.8,19.84,9.9,Iris-virginica
6.7,3.1,5.5,2.3,20.77,12.65,Iris-virginica
7.2,3.6,6,2.5,25.92,15,Iris-virginica
5.8,2.6,5,2.1,15.08,10.5,Iris-virginica
6.5,3.2,5.2,2.1,20.8,10.92,Iris-virginica
6.4,2.8,5.3,2,17.92,10.6,Iris-virginica
6.5,3,5.5,2.1,19.5,11.55,Iris-virginica
5.8,2.7,5.2,1.9,15.66,9.88,Iris-virginica
6.8,3.2,5.7,2.2,21.76,12.54,Iris-virginica
7.6,2.8,6.4,2,21.28,12.8,Iris-virginica
6.2,3.4,5.5,2.3,21.08,12.65,Iris-virginica
7.2,3,5.9,1.6,21.6,9.44,Iris-virginica
6.8,3,5.2,2.3,20.4,11.96,Iris-virginica
6.3,3.4,5.7,2.4,21.42,13.68,Iris-virginica
7.3,2.9,6.2,1.8,21.17,11.16,Iris-virginica
7,3.1,5.7,2.1,21.7,11.97,Iris-virginica
6.4,3.1,5.5,1.8,19.84,9.9,Iris-virginica
6.3,2.7,5.2,1.8,17.01,9.36,Iris-virginica
6.6,3,5.5,2,19.8,11,Iris-virginica
6,2.9,5,1.8,17.4,9,Iris-virginica
6.4,2.8,5.5,2.1,17.92,11.55,Iris-virginica
6.1,2.2,5,1.6,13.42,8,Iris-virginica
5.6,2.8,4.8,2,15.68,9.6,Iris-virginica
6.3,2.6,5,1.9,16.38,9.5,Iris-virginica
6.7,3.3,5.7,2.2,22.11,12.54,Iris-virginica
6.4,2.8,5.7,2.2,17.92,12.54,Iris-virginica
5.9,3,5.2,1.8,17.7,9.36,Iris-virginica
7.6,3,6.6,2.1,22.8,13.86,Iris-virginica
6.9,3.1,5.5,2.2,21.39,12.1,Iris-virginica
7.6,3.5,6.2,1.9,26.6,11.78,Iris-virginica
7.7,2.6,6.9,2.3,20.02,15.87,Iris-virginica
6.8,3.1,5.5,2.4,21.08,13.2,Iris-virginica
6.3,3.1,5.2,1.8,19.53,9.36,Iris-virginica
7.2,2.9,6,1.7,20.88,10.2,Iris-virginica
6,3,4.8,1.8,18,8.64,Iris-virginica
6.3,2.9,5.3,1.8,18.27,9.54,Iris-virginica
6.2,2.8,4.8,1.8,17.36,8.64,Iris-virginica
6.4,2.8,5.7,2.1,17.92,11.97,Iris-virginica
6.2,2.8,4.8,1.8,17.36,8.64,Iris-virginica
5.9,3,5,1.8,17.7,9,Iris-virginica
6.4,2.8,5.7,2.2,17.92,12.54,Iris-virginica
6.1,2.6,5.5,1.4,15.86,7.7,Iris-virginica
6.3,2.4,5,1.8,15.12,9,Iris-virginica
6.4,2.8,5.5,2.2,17.92,12.1,Iris-virginica
5,2.4,4.6,1.7,12,7.82,Iris-virginica
5.8,2.7,5.2,1.9,15.66,9.88,Iris-virginica
6.8,3.1,5.3,2.2,21.08,11.66,Iris-virginica
7.2,3,6,2,21.6,12,Iris-virginica
7.5,2.8,6.2,2,21,12.4,Iris-virginica
6.9,3.2,5.7,2.3,22.08,13.11,Iris-virginica
6.4,3.2,5.2,2.2,20.48,11.44,Iris-virginica
6.5,3,5.5,1.8,19.5,9.9,Iris-virginica
7.6,3,6.6,2,22.8,13.2,Iris-virginica
6.7,2.5,5.7,1.8,16.75,10.26,Iris-virginica
6.6,3,5.7,2.2,19.8,12.54,Iris-virginica
6.5,2.5,5.3,1.9,16.25,10.07,Iris-virginica
5.7,2.5,5,2,14.25,10,Iris-virginica
7.5,2.8,6,2,21,12,Iris-virginica
7.3,2.8,6,2,20.44,12,Iris-virginica
6.5,3.1,5.2,2,20.15,10.4,Iris-virginica
7.5,3,6.6,2,22.5,13.2,Iris-virginica
6.8,3.3,5.7,2.2,22.44,12.54,Iris-virginica
6.5,3.3,5.9,2.5,21.45,14.75,Iris-virginica
6.9,3.1,5.5,2.1,21.39,11.55,Iris-virginica
6.7,3,5.2,2.3,20.1,11.96,Iris-virginica
6.3,2.7,5.2,1.8,17.01,9.36,Iris-virginica
6.4,2.9,5.7,2.2,18.56,12.54,Iris-virginica
6.2,2.8,4.8,1.8,17.36,8.64,Iris-virginica
6.2,2.6,5.3,1.5,16.12,7.95,Iris-virginica
7.7,2.9,6.7,2.1,22.33,14.07,Iris-virginica
6.3,2.7,5,1.7,17.01,8.5,Iris-virginica
6.1,2.6,5.5,1.4,15.86,7.7,Iris-virginica
5.8,2.8,5.2,2.2,16.24,11.44,Iris-virginica
6.6,3,5.7,2.2,19.8,12.54,Iris-virginica
6.4,2.8,5.5,2.1,17.92,11.55,Iris-virginica
6.4,2.7,5.2,1.8,17.28,9.36,Iris-virginica
6.4,2.8,5.3,2,17.92,10.6,Iris-virginica
6.7,2.5,5.7,1.8,16.75,10.26,Iris-virginica
5.8,2.7,5.2,1.9,15.66,9.88,Iris-virginica
6.3,2.8,5.2,1.5,17.64,7.8,Iris-virginica
6.8,3.2,5.9,2.3,21.76,13.57,Iris-virginica
6.2,2.8,4.8,1.8,17.36,8.64,Iris-virginica
6.1,2.7,5,1.9,16.47,9.5,Iris-virginica
6.7,2.5,5.9,1.8,16.75,10.62,Iris-virginica
6.5,3,5.2,2,19.5,10.4,Iris-virginica
6.8,3.1,5.2,2.3,21.08,11.96,Iris-virginica
7.6,3,6.6,2.1,22.8,13.86,Iris-virginica
5.9,2.5,5,2,14.75,10,Iris-virginica
6.9,3.2,5.7,2.3,22.08,13.11,Iris-virginica
6.4,3.1,5.5,1.8,19.84,9.9,Iris-virginica
6.7,2.5,5.7,1.8,16.75,10.26,Iris-virginica
6.2,2.8,4.8,1.8,17.36,8.64,Iris-virginica
6.8,3.1,5.3,2.1,21.08,11.13,Iris-virginica
6.3,3.4,5.7,2.3,21.42,13.11,Iris-virginica
7.3,2.8,6.2,1.9,20.44,11.78,Iris-virginica
7.1,3,5.9,2.1,21.3,12.39,Iris-virginica
6.4,3.4,5.5,2.4,21.76,13.2,Iris-virginica
6.8,3.1,5.3,2.3,21.08,12.19,Iris-virginica
5.7,2.7,5,1.9,15.39,9.5,Iris-virginica
6.1,2.3,5,1.6,14.03,8,Iris-virginica
7.3,2.9,6.2,1.8,21.17,11.16,Iris-virginica
6.9,3.1,5.2,2.2,21.39,11.44,Iris-virginica
6.6,2.5,5.5,1.8,16.5,9.9,Iris-virginica
7.2,3.1,5.9,1.7,22.32,10.03,Iris-virginica
4.9,2.5,4.5,1.7,12.25,7.65,Iris-virginica
5.6,2.7,5,1.9,15.12,9.5,Iris-virginica
7.7,3.8,6.7,2.2,29.26,14.74,Iris-virginica
5.9,2.5,5,2,14.75,10,Iris-virginica
7.7,2.8,6.7,2.2,21.56,14.74,Iris-virginica
6.4,2.8,5.5,2.1,17.92,11.55,Iris-virginica
6.3,3.4,5.9,2.4,21.42,14.16,Iris-virginica
6.3,2.7,5,1.7,17.01,8.5,Iris-virginica
6.4,2.8,5.5,2.2,17.92,12.1,Iris-virginica
6.8,3.2,5.9,2.3,21.76,13.57,Iris-virginica
7.2,3.1,6,1.7,22.32,10.2,Iris-virginica
6.8,3,5.5,2.1,20.4,11.55,Iris-virginica
6.7,3.1,5.5,2.4,20.77,13.2,Iris-virginica
7.2,3.1,6,1.9,22.32,11.4,Iris-virginica
5.8,2.8,5.2,2.4,16.24,12.48,Iris-virginica
6.3,3.1,5.2,1.8,19.53,9.36,Iris-virginica
7.7,3.7,6.6,2.1,28.49,13.86,Iris-virginica
6.4,2.8,5.7,2.2,17.92,12.54,Iris-virginica
6.5,2.5,5.3,1.9,16.25,10.07,Iris-virginica
7.7,2.9,6.7,2.1,22.33,14.07,Iris-virginica
7.2,3,5.9,1.6,21.6,9.44,Iris-virginica
6.2,2.7,5.2,1.7,16.74,8.84,Iris-virginica
6.4,2.7,5.3,1.9,17.28,10.07,Iris-virginica
6.4,2.9,5.5,2,18.56,11,Iris-virginica
6.2,2.8,5.3,2.2,17.36,11.66,Iris-virginica
6.3,3.3,6,2.5,20.79,15,Iris-virginica
6.7,3.3,5.7,2.3,22.11,13.11,Iris-virginica
5.8,2.6,5,2,15.08,10,Iris-virginica
7.4,2.9,6.4,1.9,21.46,12.16,Iris-virginica
6.5,3,5.5,1.8,19.5,9.9,Iris-virginica
7.2,2.9,6.2,1.7,20.88,10.54,Iris-virginica
7.2,3,6.2,1.8,21.6,11.16,Iris-virginica
6.3,2.8,5.5,2.1,17.64,11.55,Iris-virginica
6.4,3.1,5.5,1.8,19.84,9.9,Iris-virginica
7.7,2.9,6.7,2,22.33,13.4,Iris-virginica
6.1,3,5,1.8,18.3,9,Iris-virginica
6.7,3.1,5.5,2.4,20.77,13.2,Iris-virginica
6.1,3,4.8,1.8,18.3,8.64,Iris-virginica
6.3,2.9,5.5,1.9,18.27,10.45,Iris-virginica
5.7,2.8,5,2,15.96,10,Iris-virginica
7.2,3.1,5.9,1.7,22.32,10.03,Iris-virginica
6.4,2.7,5.3,1.9,17.28,10.07,Iris-virginica
6.2,3.1,5.2,1.8,19.22,9.36,Iris-virginica
6.4,2.8,5.5,2.2,17.92,12.1,Iris-virginica
6.5,3,5.2,2,19.5,10.4,Iris-virginica
7.2,3.1,5.9,1.7,22.32,10.03,Iris-virginica
6.4,2.8,5.7,2.1,17.92,11.97,Iris-virginica
7.2,2.9,6.2,2,20.88,12.4,Iris-virginica
6.3,3.3,5.9,2.5,20.79,14.75,Iris-virginica
6.7,3,5.2,2.3,20.1,11.96,Iris-virginica
6.3,3.1,5.3,1.8,19.53,9.54,Iris-virginica
6.3,3.1,5.5,1.8,19.53,9.9,Iris-virginica
6.4,2.8,5.3,2,17.92,10.6,Iris-virginica
6.5,3,5.5,1.8,19.5,9.9,Iris-virginica
6.4,3.3,5.9,2.5,21.12,14.75,Iris-virginica
7.5,2.8,6.6,1.9,21,12.54,Iris-virginica
7.4,3.6,6.2,2,26.64,12.4,Iris-virginica
6.8,3.1,5.7,2.2,21.08,12.54,Iris-virginica
6.5,3.2,5.2,2,20.8,10.4,Iris-virginica
6.3,2.7,5,1.7,17.01,8.5,Iris-virginica
5.7,2.7,5,1.9,15.39,9.5,Iris-virginica
6.5,3,5.2,2,19.5,10.4,Iris-virginica
6.4,3.2,5.3,2.3,20.48,12.19,Iris-virginica
6.5,3,5.9,2.2,19.5,12.98,Iris-virginica
6.9,3.1,5.3,2.3,21.39,12.19,Iris-virginica
7.2,3.1,5.9,1.7,22.32,10.03,Iris-virginica
7.2,3.6,6.2,2.4,25.92,14.88,Iris-virginica
6.4,3.4,5.7,2.3,21.76,13.11,Iris-virginica
6.3,2.8,5,1.7,17.64,8.5,Iris-virginica
6.1,2.9,5,1.8,17.69,9,Iris-virginica
6.5,3,5.3,1.9,19.5,10.07,Iris-virginica
7,3.1,5.7,2.1,21.7,11.97,Iris-virginica
5.8,2.8,5.2,2.4,16.24,12.48,Iris-virginica
7.7,3,6,2.3,23.1,13.8,Iris-virginica
7.3,2.9,6,1.8,21.17,10.8,Iris-virginica
6.4,2.8,5.5,2.1,17.92,11.55,Iris-virginica
5.7,2.5,5,2,14.25,10,Iris-virginica
6.5,3.4,5.7,2.3,22.1,13.11,Iris-virginica
6.3,2.5,5,1.9,15.75,9.5,Iris-virginica
6.5,3,5.9,2.2,19.5,12.98,Iris-virginica
6.8,3,5.5,2,20.4,11,Iris-virginica
6.6,3.1,5.7,2.3,20.46,13.11,Iris-virginica
7.7,3,6.4,2.1,23.1,13.44,Iris-virginica
6.3,3.1,5.3,1.8,19.53,9.54,Iris-virginica
6.8,3.2,5.9,2.3,21.76,13.57,Iris-virginica
6.5,3,5.9,2.2,19.5,12.98,Iris-virginica
6.8,3.1,5.3,2.2,21.08,11.66,Iris-virginica
